3.1440,9.0000,8379.4560,1386.7590,7116.9870,60.3560,60.3560,604.3380,288.0000,587.2860,1.3890,0.9980,7.5590,1.0200,13.0180,0.2580,0.9500,0.9770
4.1610,12.0000,14724.6160,1547.4660,7796.6570,113.8010,113.8010,659.6660,288.0000,613.5240,1.6570,0.9980,8.9890,1.0220,18.0230,0.3570,0.9500,0.9770
5.1400,15.0000,21636.9250,1924.3150,8496.6100,175.2820,175.2820,729.4970,288.0000,645.2720,2.0780,0.9980,11.1740,1.0260,26.2600,0.5200,0.9500,0.9770
6.1750,18.0000,29793.3280,2307.3770,8830.4330,246.2200,246.2200,798.1660,288.0000,675.9430,2.5010,0.9980,13.3280,1.0300,35.6130,0.7050,0.9500,0.9770
7.1480,21.0000,38981.4320,2678.0860,9133.4320,332.1080,332.1080,852.6580,288.0000,699.6040,2.9620,0.9980,15.6440,1.0350,45.7170,0.9050,0.9500,0.9770
8.2060,24.0000,50997.5660,3087.6010,9319.3060,438.1340,438.1340,950.0270,288.0000,741.4410,3.5740,0.9980,18.5890,1.0410,62.2450,1.2320,0.9500,0.9770
9.3000,27.0000,72764.5650,3560.4030,9780.1030,645.0760,645.0760,1113.9850,288.0000,788.8060,4.4950,0.9980,22.7560,1.0490,92.3420,1.8280,0.9500,0.9770
1.1380,3.0000,1341.7230,1391.6030,6714.1140,10.0180,10.0180,490.6610,288.0000,556.6170,1.1420,0.9980,6.1850,1.0190,0.0000,0.1070,0.9500,0.9780
2.0880,6.0000,6895.3210,1366.8430,6830.3170,26.4810,26.4810,633.6510,288.0000,580.7610,1.3260,0.9980,7.2390,1.0190,15.3190,0.2890,0.9500,0.9780
3.1440,9.0000,8379.5480,1386.7590,7119.5750,60.3510,60.3510,603.5090,288.0000,587.1360,1.3890,0.9980,7.5520,1.0200,12.9830,0.2570,0.9500,0.9780
4.1610,12.0000,14724.7310,1547.4670,7798.6730,113.7970,113.7970,658.7660,288.0000,613.3610,1.6570,0.9980,8.9800,1.0220,17.9800,0.3560,0.9500,0.9780
5.1400,15.0000,21636.9730,1924.3180,8497.5210,175.3000,175.3000,728.5010,288.0000,645.0880,2.0780,0.9980,11.1620,1.0260,26.2030,0.5190,0.9500,0.9780
6.1750,18.0000,29793.6580,2307.3650,8831.4710,246.2880,246.2880,797.0370,288.0000,675.7180,2.5000,0.9980,13.3150,1.0300,35.5400,0.7040,0.9500,0.9780
7.1480,21.0000,38981.0870,2678.0870,9133.9330,332.1970,332.1970,851.6180,288.0000,699.4290,2.9610,0.9980,15.6270,1.0350,45.6360,0.9040,0.9500,0.9780
8.2060,24.0000,50997.7690,3087.6170,9319.6740,438.0520,438.0520,948.9840,288.0000,741.2770,3.5740,0.9980,18.5680,1.0410,62.1480,1.2300,0.9500,0.9780
9.3000,27.0000,72765.4360,3560.4050,9780.8870,645.0400,645.0400,1113.0840,288.0000,788.6640,4.4940,0.9980,22.7290,1.0490,92.2350,1.8260,0.9500,0.9780
1.1380,3.0000,1836.1450,1403.7140,6725.1430,10.7470,10.7470,505.1470,288.0000,559.3000,1.1630,0.9980,6.2930,1.0190,0.0000,0.1240,0.9500,0.9790
2.0880,6.0000,6846.1470,1364.2700,6831.2940,26.0180,26.0180,632.1650,288.0000,580.3900,1.3240,0.9980,7.2220,1.0190,16.5810,0.2880,0.9500,0.9790
3.1440,9.0000,8379.6160,1386.7600,7122.1620,60.3580,60.3580,602.6800,288.0000,586.9860,1.3880,0.9980,7.5440,1.0200,12.9490,0.2560,0.9500,0.9790
4.1610,12.0000,14724.7950,1547.4680,7800.6880,113.7910,113.7910,657.8690,288.0000,613.1980,1.6570,0.9980,8.9710,1.0220,17.9370,0.3550,0.9500,0.9790
5.1400,15.0000,21637.3740,1924.3180,8498.4420,175.2830,175.2830,727.5100,288.0000,644.9040,2.0770,0.9980,11.1510,1.0260,26.1470,0.5180,0.9500,0.9790
6.1750,18.0000,29793.9510,2307.3510,8832.5060,246.2540,246.2540,795.9110,288.0000,675.4930,2.5000,0.9980,13.3010,1.0300,35.4670,0.7020,0.9500,0.9790
7.1480,21.0000,38980.6960,2678.0860,9134.4340,332.1540,332.1540,850.5800,288.0000,699.2550,2.9610,0.9980,15.6100,1.0350,45.5550,0.9020,0.9500,0.9790
8.2060,24.0000,50997.9220,3087.6270,9320.0400,437.9960,437.9960,947.9430,288.0000,741.1140,3.5730,0.9980,18.5470,1.0410,62.0510,1.2280,0.9500,0.9790
9.3000,27.0000,72766.6450,3560.4050,9781.6720,644.8790,644.8790,1112.1880,288.0000,788.5230,4.4930,0.9980,22.7010,1.0490,92.1290,1.8240,0.9500,0.9790
1.1380,3.0000,2208.1830,1410.0890,6732.2480,11.1430,11.1430,515.9670,288.0000,561.2100,1.1780,0.9980,6.3720,1.0190,0.0000,0.1360,0.9500,0.9800
2.0880,6.0000,6838.5930,1364.7960,6834.1720,26.1130,26.1130,630.9020,288.0000,580.2220,1.3240,0.9980,7.2140,1.0190,16.2160,0.2870,0.9500,0.9800
3.1440,9.0000,8379.7290,1386.7600,7124.7530,60.3610,60.3610,601.8550,288.0000,586.8360,1.3880,0.9980,7.5370,1.0200,12.9150,0.2560,0.9500,0.9800
4.1610,12.0000,14724.8720,1547.4680,7802.7040,113.7980,113.7980,656.9740,288.0000,613.0350,1.6560,0.9980,8.9620,1.0220,17.8940,0.3540,0.9500,0.9800
5.1400,15.0000,21637.1350,1924.3220,8499.3450,175.3290,175.3290,726.5170,288.0000,644.7200,2.0770,0.9980,11.1390,1.0260,26.0900,0.5160,0.9500,0.9800
6.1750,18.0000,29794.3020,2307.3440,8833.5460,246.2360,246.2360,794.7890,288.0000,675.2680,2.5000,0.9980,13.2870,1.0300,35.3930,0.7010,0.9500,0.9800
7.1480,21.0000,38980.2870,2678.0880,9134.9340,332.1940,332.1940,849.5450,288.0000,699.0820,2.9600,0.9980,15.5920,1.0350,45.4730,0.9000,0.9500,0.9800
8.2060,24.0000,50998.0500,3087.6340,9320.4040,438.0040,438.0040,946.9060,288.0000,740.9520,3.5720,0.9980,18.5250,1.0410,61.9540,1.2260,0.9500,0.9800
9.3000,27.0000,72767.0180,3560.4120,9782.4420,644.8440,644.8440,1111.2900,288.0000,788.3820,4.4920,0.9980,22.6740,1.0490,92.0230,1.8220,0.9500,0.9800
1.1380,3.0000,2951.9270,1417.1780,6740.1090,11.5830,11.5830,538.3220,288.0000,564.9430,1.2070,0.9980,6.5280,1.0190,0.0000,0.1620,0.9500,0.9810
2.0880,6.0000,6804.0760,1363.7580,6836.0620,25.9150,25.9150,629.3670,288.0000,579.9310,1.3230,0.9980,7.2000,1.0190,16.7010,0.2860,0.9500,0.9810
3.1440,9.0000,8379.8290,1386.7610,7127.3430,60.3640,60.3640,601.0300,288.0000,586.6860,1.3880,0.9980,7.5300,1.0200,12.8810,0.2550,0.9500,0.9810
4.1610,12.0000,14724.9690,1547.4690,7804.7260,113.8020,113.8020,656.0810,288.0000,612.8720,1.6560,0.9980,8.9530,1.0220,17.8520,0.3530,0.9500,0.9810
5.1400,15.0000,21637.6200,1924.3230,8500.2680,175.3360,175.3360,725.5310,288.0000,644.5370,2.0770,0.9980,11.1280,1.0260,26.0340,0.5150,0.9500,0.9810
6.1750,18.0000,29794.5800,2307.3300,8834.5800,246.3150,246.3150,793.6710,288.0000,675.0440,2.4990,0.9980,13.2730,1.0300,35.3210,0.6990,0.9500,0.9810
7.1480,21.0000,38979.9340,2678.0880,9135.4340,332.0580,332.0580,848.5130,288.0000,698.9090,2.9600,0.9980,15.5750,1.0350,45.3920,0.8990,0.9500,0.9810
8.2060,24.0000,50998.0960,3087.6370,9320.7660,438.0540,438.0540,945.8710,288.0000,740.7900,3.5710,0.9980,18.5040,1.0410,61.8570,1.2250,0.9500,0.9810
9.3000,27.0000,72767.7170,3560.4170,9783.2130,644.8010,644.8010,1110.3960,288.0000,788.2420,4.4900,0.9980,22.6470,1.0490,91.9170,1.8200,0.9500,0.9810
1.1380,3.0000,3774.8120,1418.8860,6744.3530,11.6990,11.6990,562.5430,288.0000,568.6840,1.2360,0.9980,6.6880,1.0190,0.0000,0.1910,0.9500,0.9820
2.0880,6.0000,6606.7140,1358.9280,6835.6490,25.0320,25.0320,624.5970,288.0000,578.9750,1.3160,0.9980,7.1550,1.0190,18.8680,0.2820,0.9500,0.9820
3.1440,9.0000,8379.9280,1386.7610,7129.9340,60.3650,60.3650,600.2080,288.0000,586.5360,1.3880,0.9980,7.5220,1.0200,12.8470,0.2540,0.9500,0.9820
4.1610,12.0000,14725.0680,1547.4700,7806.7480,113.7940,113.7940,655.1900,288.0000,612.7100,1.6560,0.9980,8.9430,1.0220,17.8090,0.3530,0.9500,0.9820
5.1400,15.0000,21637.7280,1924.3250,8501.1810,175.2880,175.2880,724.5460,288.0000,644.3540,2.0760,0.9980,11.1160,1.0260,25.9770,0.5140,0.9500,0.9820
6.1750,18.0000,29794.8440,2307.3170,8835.6130,246.2460,246.2460,792.5560,288.0000,674.8210,2.4990,0.9980,13.2590,1.0300,35.2480,0.6980,0.9500,0.9820
7.1480,21.0000,38979.5580,2678.0880,9135.9330,332.1520,332.1520,847.4830,288.0000,698.7360,2.9590,0.9980,15.5580,1.0350,45.3120,0.8970,0.9500,0.9820
8.2060,24.0000,50998.0400,3087.6370,9321.1260,438.0310,438.0310,944.8380,288.0000,740.6280,3.5700,0.9980,18.4820,1.0410,61.7610,1.2230,0.9500,0.9820
9.3000,27.0000,72768.2060,3560.4230,9783.9760,644.9650,644.9650,1109.5030,288.0000,788.1030,4.4890,0.9980,22.6190,1.0490,91.8110,1.8170,0.9500,0.9820
1.1380,3.0000,4053.7350,1417.8870,6746.4700,11.6480,11.6480,570.4740,288.0000,569.6530,1.2450,0.9980,6.7300,1.0190,0.0000,0.2000,0.9500,0.9830
2.0880,6.0000,6563.0760,1358.2340,6837.7770,24.9080,24.9080,622.7440,288.0000,578.6370,1.3140,0.9980,7.1390,1.0190,19.0740,0.2800,0.9500,0.9830
3.1440,9.0000,8380.0790,1386.7620,7132.5300,60.3630,60.3630,599.3870,288.0000,586.3870,1.3880,0.9980,7.5150,1.0200,12.8130,0.2540,0.9500,0.9830
4.1610,12.0000,14725.0870,1547.4700,7808.7650,113.8020,113.8020,654.3010,288.0000,612.5480,1.6560,0.9980,8.9340,1.0220,17.7670,0.3520,0.9500,0.9830
5.1400,15.0000,21637.9890,1924.3260,8502.0990,175.3210,175.3210,723.5640,288.0000,644.1720,2.0760,0.9980,11.1050,1.0260,25.9210,0.5130,0.9500,0.9830
6.1750,18.0000,29795.2410,2307.3110,8836.6550,246.2550,246.2550,791.4440,288.0000,674.5990,2.4990,0.9980,13.2460,1.0300,35.1760,0.6960,0.9500,0.9830
7.1480,21.0000,38979.2130,2678.0890,9136.4330,332.0450,332.0450,846.4570,288.0000,698.5640,2.9580,0.9980,15.5410,1.0350,45.2310,0.8960,0.9500,0.9830
8.2060,24.0000,50997.9400,3087.6340,9321.4840,438.0040,438.0040,943.8090,288.0000,740.4670,3.5690,0.9980,18.4610,1.0410,61.6640,1.2210,0.9500,0.9830
9.3000,27.0000,72768.4230,3560.4310,9784.7320,645.0290,645.0290,1108.6120,288.0000,787.9640,4.4880,0.9980,22.5920,1.0490,91.7050,1.8150,0.9500,0.9830
1.1380,3.0000,5449.8680,1407.8440,6743.2780,11.0460,11.0460,610.4260,288.0000,575.1210,1.2880,0.9980,6.9750,1.0190,0.0000,0.2490,0.9500,0.9840
2.0880,6.0000,6491.6930,1356.7280,6839.4110,24.6290,24.6290,620.3700,288.0000,578.1790,1.3110,0.9980,7.1180,1.0190,19.5260,0.2780,0.9500,0.9840
3.1440,9.0000,8380.1410,1386.7630,7135.1200,60.3650,60.3650,598.5680,288.0000,586.2370,1.3880,0.9980,7.5080,1.0200,12.7800,0.2530,0.9500,0.9840
4.1610,12.0000,14725.1700,1547.4710,7810.7900,113.7920,113.7920,653.4150,288.0000,612.3870,1.6560,0.9980,8.9250,1.0220,17.7240,0.3510,0.9500,0.9840
5.1400,15.0000,21638.1270,1924.3280,8503.0140,175.3040,175.3040,722.5830,288.0000,643.9900,2.0760,0.9980,11.0930,1.0260,25.8650,0.5120,0.9500,0.9840
6.1750,18.0000,29795.5020,2307.3000,8837.6870,246.3330,246.3330,790.3360,288.0000,674.3760,2.4980,0.9980,13.2320,1.0300,35.1030,0.6950,0.9500,0.9840
7.1480,21.0000,38978.7730,2678.0880,9136.9330,332.1810,332.1810,845.4310,288.0000,698.3920,2.9580,0.9980,15.5240,1.0350,45.1500,0.8940,0.9500,0.9840
8.2060,24.0000,50997.8200,3087.6330,9321.8420,438.0670,438.0670,942.7820,288.0000,740.3060,3.5680,0.9980,18.4400,1.0410,61.5680,1.2190,0.9500,0.9840
9.3000,27.0000,72770.3820,3560.4210,9785.5040,644.8920,644.8920,1107.7320,288.0000,787.8270,4.4870,0.9980,22.5650,1.0490,91.6010,1.8130,0.9500,0.9840
1.1380,3.0000,6303.7400,1396.9910,6739.3850,10.4000,10.4000,634.1680,288.0000,578.0570,1.3120,0.9980,7.1100,1.0190,0.0000,0.2780,0.9500,0.9850
2.0880,6.0000,6420.4290,1355.7850,6841.3960,24.4650,24.4650,617.9540,288.0000,577.8000,1.3090,0.9980,7.1010,1.0190,20.2630,0.2760,0.9500,0.9850
3.1440,9.0000,8380.2580,1386.7630,7137.7150,60.3710,60.3710,597.7500,288.0000,586.0880,1.3880,0.9980,7.5010,1.0200,12.7460,0.2520,0.9500,0.9850
4.1610,12.0000,14725.3260,1547.4710,7812.8230,113.8060,113.8060,652.5310,288.0000,612.2260,1.6550,0.9980,8.9160,1.0220,17.6820,0.3500,0.9500,0.9850
5.1400,15.0000,21638.2940,1924.3300,8503.9300,175.3280,175.3280,721.6060,288.0000,643.8080,2.0760,0.9980,11.0820,1.0260,25.8090,0.5110,0.9500,0.9850
6.1750,18.0000,29795.8760,2307.2940,8838.7270,246.2560,246.2560,789.2310,288.0000,674.1550,2.4980,0.9980,13.2180,1.0300,35.0310,0.6940,0.9500,0.9850
7.1480,21.0000,38978.1990,2678.0820,9137.4430,332.0440,332.0440,844.3980,288.0000,698.2230,2.9570,0.9980,15.5070,1.0350,45.0700,0.8920,0.9500,0.9850
8.2060,24.0000,50997.7020,3087.6310,9322.1990,437.9900,437.9900,941.7590,288.0000,740.1460,3.5670,0.9980,18.4190,1.0410,61.4720,1.2170,0.9500,0.9850
9.3000,27.0000,72771.4610,3560.4210,9786.2620,644.8150,644.8150,1106.8500,288.0000,787.6910,4.4850,0.9980,22.5380,1.0490,91.4960,1.8110,0.9500,0.9850
1.1380,3.0000,7325.6550,1374.9930,6728.6440,9.0990,9.0990,666.2570,288.0000,580.9300,1.3340,0.9980,7.2450,1.0190,4.9890,0.3220,0.9500,0.9860
2.0880,6.0000,6310.3310,1354.3470,6843.0800,24.2010,24.2010,614.5030,288.0000,577.2150,1.3050,0.9980,7.0740,1.0190,20.6790,0.2720,0.9500,0.9860
3.1440,9.0000,8380.3900,1386.7640,7140.3110,60.3690,60.3690,596.9350,288.0000,585.9390,1.3880,0.9980,7.4930,1.0200,12.7120,0.2520,0.9500,0.9860
4.1610,12.0000,14725.3970,1547.4720,7814.8500,113.7840,113.7840,651.6490,288.0000,612.0650,1.6550,0.9980,8.9070,1.0220,17.6400,0.3490,0.9500,0.9860
5.1400,15.0000,21638.4980,1924.3310,8504.8470,175.3000,175.3000,720.6310,288.0000,643.6270,2.0750,0.9980,11.0710,1.0260,25.7540,0.5100,0.9500,0.9860
6.1750,18.0000,29796.1720,2307.2840,8839.7610,246.3370,246.3370,788.1300,288.0000,673.9350,2.4970,0.9980,13.2050,1.0300,34.9590,0.6920,0.9500,0.9860
7.1480,21.0000,38977.8110,2678.0790,9137.9500,332.1380,332.1380,843.3670,288.0000,698.0530,2.9570,0.9980,15.4900,1.0350,44.9890,0.8910,0.9500,0.9860
8.2060,24.0000,50997.5910,3087.6290,9322.5560,437.9900,437.9900,940.7390,288.0000,739.9870,3.5660,0.9980,18.3980,1.0410,61.3760,1.2150,0.9500,0.9860
9.3000,27.0000,72771.8130,3560.4290,9787.0080,644.8250,644.8250,1105.9670,288.0000,787.5550,4.4840,0.9980,22.5110,1.0490,91.3910,1.8090,0.9500,0.9860
1.1380,3.0000,7456.7720,1363.4310,6723.9930,8.4350,8.4350,672.0640,288.0000,580.9550,1.3340,0.9980,7.2460,1.0190,11.3820,0.3330,0.9500,0.9870
2.0880,6.0000,6089.6280,1351.7790,6844.0300,23.7320,23.7320,608.5100,288.0000,576.2110,1.2980,0.9980,7.0270,1.0190,21.5870,0.2660,0.9500,0.9870
3.1440,9.0000,8380.4890,1386.7640,7142.9060,60.3760,60.3760,596.1210,288.0000,585.7900,1.3870,0.9980,7.4860,1.0200,12.6780,0.2510,0.9500,0.9870
4.1610,12.0000,14725.4410,1547.4730,7816.8770,113.8090,113.8090,650.7690,288.0000,611.9040,1.6550,0.9980,8.8980,1.0220,17.5980,0.3480,0.9500,0.9870
5.1400,15.0000,21638.5630,1924.3340,8505.7600,175.3340,175.3340,719.6580,288.0000,643.4460,2.0750,0.9980,11.0590,1.0260,25.6980,0.5090,0.9500,0.9870
6.1750,18.0000,29796.4430,2307.2760,8840.7950,246.2680,246.2680,787.0320,288.0000,673.7140,2.4970,0.9980,13.1910,1.0300,34.8870,0.6910,0.9500,0.9870
7.1480,21.0000,38977.3550,2678.0790,9138.4560,332.1610,332.1610,842.3380,288.0000,697.8830,2.9560,0.9980,15.4730,1.0350,44.9080,0.8890,0.9500,0.9870
8.2060,24.0000,50997.5020,3087.6260,9322.9120,438.0250,438.0250,939.7220,288.0000,739.8280,3.5660,0.9980,18.3760,1.0410,61.2810,1.2130,0.9500,0.9870
9.3000,27.0000,72772.9400,3560.4230,9787.7580,645.0690,645.0690,1105.0890,288.0000,787.4200,4.4830,0.9980,22.4840,1.0490,91.2870,1.8070,0.9500,0.9870
1.1380,3.0000,6810.5510,1333.8350,6707.4290,6.7560,6.7560,661.7080,288.0000,578.0150,1.3080,0.9980,7.1070,1.0190,25.5800,0.3280,0.9500,0.9880
2.0880,6.0000,6169.8290,1352.9420,6847.3420,23.9400,23.9400,609.5470,288.0000,576.4250,1.3010,0.9980,7.0370,1.0190,21.3120,0.2670,0.9500,0.9880
3.1440,9.0000,8380.5430,1386.7650,7145.4980,60.3640,60.3640,595.3080,288.0000,585.6410,1.3870,0.9980,7.4790,1.0200,12.6450,0.2500,0.9500,0.9880
4.1610,12.0000,14725.5550,1547.4730,7818.9110,113.8090,113.8090,649.8920,288.0000,611.7440,1.6550,0.9980,8.8890,1.0220,17.5560,0.3480,0.9500,0.9880
5.1400,15.0000,21638.7090,1924.3360,8506.6760,175.2990,175.2990,718.6870,288.0000,643.2650,2.0750,0.9980,11.0480,1.0260,25.6420,0.5080,0.9500,0.9880
6.1750,18.0000,29796.7530,2307.2700,8841.8300,246.2970,246.2970,785.9380,288.0000,673.4950,2.4970,0.9980,13.1770,1.0300,34.8160,0.6890,0.9500,0.9880
7.1480,21.0000,38977.0620,2678.0770,9138.9630,332.1580,332.1580,841.3130,288.0000,697.7140,2.9550,0.9980,15.4560,1.0350,44.8280,0.8880,0.9500,0.9880
8.2060,24.0000,50997.3850,3087.6240,9323.2670,438.1270,438.1270,938.7070,288.0000,739.6700,3.5650,0.9980,18.3550,1.0410,61.1860,1.2110,0.9500,0.9880
9.3000,27.0000,72773.5890,3560.4290,9788.5000,645.0210,645.0210,1104.2130,288.0000,787.2860,4.4820,0.9980,22.4570,1.0490,91.1830,1.8050,0.9500,0.9880
1.1380,3.0000,4893.2430,1312.7510,6695.1910,5.5980,5.5980,615.3600,288.0000,570.5840,1.2490,0.9980,6.7690,1.0190,33.1730,0.2780,0.9500,0.9890
2.0880,6.0000,5864.1410,1349.8400,6847.9620,23.3830,23.3830,601.3830,288.0000,575.0530,1.2910,0.9980,6.9750,1.0190,22.2120,0.2580,0.9500,0.9890
3.1440,9.0000,8380.6980,1386.7660,7148.0980,60.3660,60.3660,594.4980,288.0000,585.4920,1.3870,0.9980,7.4720,1.0200,12.6110,0.2500,0.9500,0.9890
4.1610,12.0000,14725.6210,1547.4740,7820.9430,113.8130,113.8130,649.0170,288.0000,611.5840,1.6550,0.9980,8.8810,1.0220,17.5140,0.3470,0.9500,0.9890
5.1400,15.0000,21638.7650,1924.3380,8507.5900,175.3500,175.3500,717.7190,288.0000,643.0850,2.0740,0.9980,11.0370,1.0260,25.5870,0.5060,0.9500,0.9890
6.1750,18.0000,29797.0610,2307.2620,8842.8650,246.3050,246.3050,784.8460,288.0000,673.2760,2.4960,0.9980,13.1640,1.0300,34.7450,0.6880,0.9500,0.9890
7.1480,21.0000,38976.6610,2678.0750,9139.4690,332.0720,332.0720,840.2900,288.0000,697.5460,2.9550,0.9980,15.4390,1.0350,44.7470,0.8860,0.9500,0.9890
8.2060,24.0000,50997.2540,3087.6230,9323.6220,438.1330,438.1330,937.6960,288.0000,739.5130,3.5640,0.9980,18.3340,1.0410,61.0910,1.2090,0.9500,0.9890
9.3000,27.0000,72773.8530,3560.4340,9789.2310,645.0580,645.0580,1103.3360,288.0000,787.1520,4.4800,0.9980,22.4300,1.0490,91.0790,1.8030,0.9500,0.9890
1.1380,3.0000,3716.2310,1308.1450,6693.6330,5.3370,5.3370,582.8330,288.0000,565.5270,1.2120,0.9980,6.5500,1.0190,33.3880,0.2410,0.9500,0.9900
2.0880,6.0000,5609.2420,1347.8540,6849.2890,23.0170,23.0170,594.3930,288.0000,573.9590,1.2830,0.9980,6.9250,1.0190,22.9810,0.2500,0.9500,0.9900
3.1440,9.0000,8380.8170,1386.7660,7150.6960,60.3810,60.3810,593.6890,288.0000,585.3430,1.3870,0.9980,7.4640,1.0200,12.5770,0.2490,0.9500,0.9900
4.1610,12.0000,14725.6720,1547.4750,7822.9750,113.8130,113.8130,648.1430,288.0000,611.4240,1.6540,0.9980,8.8720,1.0220,17.4720,0.3460,0.9500,0.9900
5.1400,15.0000,21639.0490,1924.3390,8508.5100,175.3040,175.3040,716.7540,288.0000,642.9050,2.0740,0.9980,11.0260,1.0260,25.5320,0.5050,0.9500,0.9900
6.1750,18.0000,29797.3300,2307.2550,8843.8980,246.3660,246.3660,783.7580,288.0000,673.0580,2.4960,0.9980,13.1500,1.0300,34.6730,0.6870,0.9500,0.9900
7.1480,21.0000,38976.3290,2678.0770,9139.9760,332.1010,332.1010,839.2700,288.0000,697.3780,2.9540,0.9980,15.4230,1.0350,44.6670,0.8840,0.9500,0.9900
8.2060,24.0000,50997.1560,3087.6200,9323.9770,438.0370,438.0370,936.6870,288.0000,739.3560,3.5630,0.9980,18.3130,1.0410,60.9960,1.2080,0.9500,0.9900
9.3000,27.0000,72774.9790,3560.4340,9789.9710,644.9270,644.9270,1102.4660,288.0000,787.0190,4.4790,0.9980,22.4040,1.0490,90.9750,1.8010,0.9500,0.9900
1.1380,3.0000,2639.6880,1307.6750,6694.7150,5.3040,5.3040,551.0160,288.0000,560.6400,1.1770,0.9980,6.3460,1.0190,32.6250,0.2040,0.9500,0.9910
2.0880,6.0000,5612.2830,1347.8860,6851.8410,23.0270,23.0270,593.5770,288.0000,573.7860,1.2830,0.9980,6.9180,1.0190,22.7960,0.2500,0.9500,0.9910
3.1440,9.0000,8380.8940,1386.7670,7153.2920,60.3700,60.3700,592.8820,288.0000,585.1940,1.3870,0.9980,7.4570,1.0200,12.5440,0.2480,0.9500,0.9910
4.1610,12.0000,14725.9010,1547.4750,7825.0240,113.8110,113.8110,647.2730,288.0000,611.2650,1.6540,0.9980,8.8630,1.0220,17.4300,0.3450,0.9500,0.9910
5.1400,15.0000,21639.2620,1924.3410,8509.4280,175.3060,175.3060,715.7920,288.0000,642.7260,2.0740,0.9980,11.0140,1.0260,25.4760,0.5040,0.9500,0.9910
6.1750,18.0000,29797.5140,2307.2470,8844.9270,246.2840,246.2840,782.6730,288.0000,672.8400,2.4960,0.9980,13.1370,1.0300,34.6020,0.6850,0.9500,0.9910
