,"sqrt(cos(Add(Mul(Add(Pow(Abs(Mul(sqrt(Mul(Add(Symbol('var_netmargin'),Mul(Integer(-1),Symbol('var_divyield'))),Pow(Pow(Symbol('var_roic'),2),Integer(-1)))),Pow(Pow(Mul(Pow(Symbol('var_invcapavg'),3),Pow(sin(Symbol('var_roe')),Integer(-1))),Integer(-1)),Integer(-1)))),Integer(-1)),Mul(Integer(-1),Add(Add(Mul(Pow(Pow(Mul(Symbol('var_roe'),Pow(Symbol('var_netmargin'),Integer(-1))),2),3),Pow(sin(Pow(Symbol('var_grossmargin'),3)),3)),Mul(Integer(-1),sqrt(cos(Mul(Add(Symbol('var_investments'),Mul(Integer(-1),Symbol('var_opex'))),Mul(Symbol('var_ebitda'),Pow(Symbol('var_cor'),Integer(-1)))))))),Mul(Integer(-1),sqrt(Pow(Pow(Pow(Mul(Symbol('var_debtusd'),Symbol('var_debtusd')),Integer(-1)),Integer(-1)),3)))))),Pow(sqrt(Add(sqrt(Pow(Add(log(Add(Symbol('var_de'),Mul(Integer(-1),Symbol('var_tbvps')))),Mul(Integer(-1),log(Pow(Symbol('var_divyield'),3)))),Integer(-1))),Mul(Integer(-1),sin(Pow(cos(Mul(Abs(Symbol('var_grossmargin')),Pow(log(Symbol('var_tbvps')),Integer(-1)))),Integer(-1)))))),Integer(-1))),Add(Add(sin(Mul(Pow(Mul(Abs(cos(Symbol('var_rnd'))),Pow(cos(Abs(Symbol('var_ebit'))),Integer(-1))),3),sqrt(cos(Mul(sqrt(Symbol('var_workingcapital')),Mul(Symbol('var_assetturnover'),Symbol('var_ros'))))))),Mul(Integer(-1),sin(Mul(sin(cos(sin(log(Symbol('var_taxexp'))))),Pow(Add(Add(Abs(Mul(Symbol('var_assetturnover'),Pow(Symbol('var_ros'),Integer(-1)))),Mul(Integer(-1),cos(Pow(Symbol('var_assetsavg'),3)))),Mul(Integer(-1),cos(Mul(Pow(Symbol('var_debtc'),2),Add(Symbol('var_payoutratio'),Symbol('var_liabilitiesnc')))))),Integer(-1)))))),log(Pow(Abs(Mul(Add(Abs(Add(Symbol('var_assetsavg'),Mul(Integer(-1),Symbol('var_rnd')))),Mul(Integer(-1),Pow(Pow(Symbol('var_bvps'),3),Integer(-1)))),sin(sin(sqrt(Symbol('var_opex')))))),3))))))","sqrt(sqrt(sqrt(sqrt(Mul(sin(sin(Pow(Symbol('var_tbvps'),3))),Pow(Add(sin(Symbol('var_bvps')),sin(Symbol('var_netmargin'))),2))))))","sqrt(sqrt(Abs(Mul(log(sqrt(Pow(sqrt(Pow(cos(cos(sin(Pow(Symbol('var_payoutratio'),3)))),2)),3))),Pow(Mul(sin(Pow(sin(Add(Add(sqrt(Add(cos(Symbol('var_liabilitiesnc')),Mul(Integer(-1),Mul(Symbol('var_ebitdamargin'),Pow(Symbol('var_netmargin'),Integer(-1)))))),Mul(Integer(-1),log(Add(cos(Symbol('var_invcapavg')),Mul(Integer(-1),Add(Symbol('var_workingcapital'),Mul(Integer(-1),Symbol('var_ros')))))))),Mul(Integer(-1),Add(Mul(Add(Mul(Symbol('var_liabilities'),Pow(Symbol('var_payoutratio'),Integer(-1))),Mul(Integer(-1),Add(Symbol('var_ev'),Symbol('var_ebitdamargin')))),Pow(sqrt(Pow(Symbol('var_roic'),3)),Integer(-1))),Pow(Abs(sqrt(Symbol('var_opex'))),3))))),3)),Pow(sin(Abs(Pow(sin(Add(Add(log(Add(Symbol('var_shareswa'),Mul(Integer(-1),Symbol('var_bvps')))),sin(Mul(Symbol('var_ebitdamargin'),Symbol('var_de')))),Mul(Integer(-1),Mul(Pow(Mul(Symbol('var_opex'),Symbol('var_debtc')),2),Pow(sqrt(sqrt(Symbol('var_de'))),Integer(-1)))))),2))),Integer(-1))),Integer(-1))))))",var_ev,var_liabilitiesnc
54,0.0,0.75490415,0.2789062,1.1524699e-14,3.9669305e-19
55,0.0,0.77120227,0.140512,1.8707141e-13,1.6166049e-16
56,0.0,0.76301897,0.17318152,2.1952997e-11,4.6132104e-16
57,0.0,0.7792595,0.21235634,3.936976e-11,1.8337063e-13
58,0.0,0.73703206,0.09234785,8.764282e-14,8.572616e-20
59,0.0,0.7684164,0.23082526,8.398164e-12,7.992536e-15
60,0.0,0.75738055,0.15087824,2.33271e-12,8.632148e-16
61,0.0,0.7570108,0.1646376,7.0612765e-13,9.1234064e-17
62,0.0,0.76152617,0.17321749,5.3040715e-13,9.127097e-19
63,0.0,0.75886047,0.1776353,2.4812142e-12,1.4052876e-16
64,0.0,0.77902305,0.3107321,1.3226293e-14,6.636086e-19
65,0.0,0.77203816,0.28171238,6.3789593e-13,7.788222e-17
66,0.0,0.77858365,0.28359807,1.1044152e-13,0.0
67,0.0,0.76281315,0.18280107,3.0808418e-13,4.2386823e-19
68,0.0,0.7695409,0.20304716,4.151287e-12,9.28231e-16
69,0.0,0.7765208,0.20606753,1.1767625e-12,8.977886e-16
70,0.0,0.74967057,0.16093136,5.1455957e-14,1.9516713e-17
71,0.0,0.9150387,0.6235745,7.972623e-11,3.0881814e-11
72,0.0,0.74105626,0.23939113,2.1063787e-14,0.0
73,0.0,0.7187856,0.14656284,5.303312e-13,5.8003274e-17
74,0.0,0.77001417,0.20540453,4.5378824e-13,1.0381914e-16
75,0.0,0.7484632,0.16787231,8.8779836e-15,0.0
76,0.0,0.7374451,0.15153374,1.5006479e-13,5.4743296e-17
77,0.0,0.7637944,0.2031601,-5.992116e-15,1.164447e-18
78,0.0,0.75867856,0.17318198,1.1113269e-13,6.9295314e-19
79,0.0,0.79166543,0.2047562,1.8037878e-13,2.316189e-16
80,0.0,0.7482539,0.09269053,1.1271442e-13,3.060662e-20
81,0.0,0.77456886,0.23240025,5.989563e-14,1.09038915e-17
82,0.0,0.7690767,0.20164996,1.5825907e-12,6.7485537e-15
83,0.0,0.74714714,0.1315358,9.032828e-13,9.715632e-18
84,0.0,0.7787342,0.19926168,6.5599913e-12,9.809144e-16
85,0.9933114,0.7800395,0.22686741,1.1700606e-11,2.193742e-15
86,0.0,0.77136236,0.2081904,2.0309267e-10,7.19433e-14
87,0.0,0.7513133,0.19482386,1.7099665e-12,1.2047859e-16
88,0.0,0.7543083,0.10544519,9.044426e-14,0.0
89,0.0,0.765265,0.14252368,7.502378e-13,2.8480136e-15
90,0.0,0.7863055,0.278794,4.556177e-12,4.4428535e-16
91,0.0,0.7807586,0.1919003,1.7152521e-12,4.1119982e-17
92,0.986795,0.8305648,0.31660995,3.341164e-11,8.888527e-13
93,0.0,0.75482965,0.1707125,6.3363295e-12,6.3342105e-19
94,0.0,0.7585801,0.23395616,1.1787161e-11,3.598903e-16
95,0.0,0.74989444,0.14351916,8.021837e-13,5.772228e-18
96,0.0,0.75485706,0.09481538,2.3779778e-12,5.828998e-16
97,0.0,0.7661716,0.18891953,1.0488098e-11,7.0594563e-15
98,0.0,0.75715125,0.1776135,2.0382899e-13,1.4423044e-17
99,0.0,0.7623456,0.1875444,1.523526e-13,1.8716878e-18
100,0.0,0.7728637,0.17972432,1.8353184e-12,6.821588e-16
101,0.0,0.7749605,0.20741917,1.1840574e-12,2.1169838e-16
102,0.0,0.7298241,0.15852125,1.6451072e-12,3.5230594e-16
103,0.0,0.771723,0.18268098,7.7678825e-13,1.0077277e-15
104,0.0,0.77580374,0.20533627,6.054508e-13,5.48164e-16
105,0.0,0.7714019,0.17799754,1.4411032e-14,0.0
106,0.0,0.7597517,0.19778986,4.3586836e-13,2.3409195e-16
107,0.0,0.7568331,0.20118399,1.2462059e-11,9.6465745e-15
108,0.0,0.7718768,0.19684252,6.564698e-12,2.8520616e-15
109,0.0,0.7571681,0.19587253,1.6090373e-13,5.2697774e-18
110,0.0,0.75399995,0.17316684,3.4088268e-13,3.7838575e-18
111,0.0,0.7618142,0.17700061,5.604074e-12,3.2140165e-15
112,0.0,0.77939725,0.2187178,4.602907e-12,5.029268e-15
113,0.0,0.76612085,0.19970001,1.30934725e-11,7.38233e-15
114,0.0,0.7518026,0.16092809,2.643996e-14,1.4640122e-17
115,0.0,0.76825815,0.19875592,9.502055e-13,7.829703e-16
116,0.0,0.7687553,0.25081113,7.601795e-12,1.1394435e-15
117,0.0,0.7658175,0.16082758,-4.314484e-15,0.0
118,0.0,0.7602863,0.3832079,4.5085104e-14,0.0
119,0.0,0.7609937,0.1875492,1.2944509e-13,4.516816e-17
120,0.0,0.7638307,0.18547551,1.5524362e-13,8.0749444e-17
121,0.0,0.7584192,0.17208122,9.991512e-12,1.3897138e-15
122,0.0,0.7694111,0.21995798,5.063883e-12,4.4711168e-15
123,0.0,0.7867767,0.22850586,5.48968e-13,1.7450037e-17
124,0.0,0.76261026,0.17882565,2.098477e-12,2.1223344e-15
125,0.0,0.8051135,0.24130553,1.2282655e-13,5.5294493e-18
126,0.0,0.74926215,0.16457155,2.9925037e-14,3.236639e-17
127,0.0,0.75050145,0.16091022,2.3135988e-13,4.6308797e-17
128,0.0,0.7588789,0.24293476,3.728707e-14,0.0
129,0.0,0.7651519,0.17546052,1.5784441e-12,1.2606508e-17
130,0.0,0.76712,0.18309909,2.0359108e-11,4.656359e-17
131,0.0,0.7714694,0.19260588,1.7000033e-12,2.2014859e-15
132,0.0,0.7730279,0.20047933,4.6838275e-12,1.5652525e-15
133,0.0,0.79348224,0.20563278,6.421436e-13,6.4120785e-17
134,0.0,0.76667196,0.22613955,1.8510061e-12,6.505663e-18
135,0.8380419,0.78302634,0.23002852,1.7180788e-11,5.1623816e-15
136,0.0,0.7908117,0.23481175,5.84674e-12,1.3588787e-16
137,0.0,0.7742164,0.19017807,2.497577e-10,2.0357165e-14
138,0.0,0.76602936,0.20529318,1.211448e-11,3.304048e-15
139,0.0,0.75738245,0.16466759,7.446935e-12,8.827695e-17
140,0.0,0.7564938,0.1445317,1.3842127e-12,1.7092844e-16
141,0.0,0.7439836,0.17450188,1.3291751e-13,5.467424e-18
142,0.0,0.7634332,0.17958808,1.5118806e-12,1.1842116e-17
143,0.0,0.7554134,0.23322235,1.1418754e-12,1.06955294e-16
144,0.0,0.77661526,0.21302031,4.533905e-13,1.3878589e-16
145,0.0,0.76713306,0.201382,8.124498e-12,2.4877326e-15
146,0.0,0.7722,0.19804958,6.520968e-13,2.2317378e-16
147,0.0,0.77787715,0.21667768,1.5127651e-11,9.547558e-15
148,0.0,0.75254804,0.15650283,1.5607257e-12,3.3828494e-17
149,0.0,0.7640143,0.20124477,4.1069287e-14,8.674944e-18
150,0.8479925,0.77069104,0.25787872,2.1797421e-13,0.0
151,0.0,0.79544187,0.31010914,3.6684785e-15,1.4960365e-17
152,0.903516,0.7785577,0.18308958,1.3874837e-14,4.6932693e-17
153,0.0,0.75743604,0.16436546,8.95207e-13,5.52105e-16
154,0.34891617,0.7839177,0.22495554,8.513299e-11,3.957215e-14
155,0.0,0.77342504,0.19378749,4.245353e-12,0.0
156,0.0,0.77284586,0.19968428,1.0397061e-12,4.216203e-16
157,0.0,0.7488571,0.24675895,9.7264895e-14,1.7666733e-17
158,0.43803722,0.7765296,0.21457508,2.4364438e-13,1.0606231e-17
159,0.0,0.74967057,0.16093136,5.1455957e-14,1.9516713e-17
160,0.0,0.75517553,0.18477815,4.178508e-13,1.27112845e-17
161,0.9219657,0.7819544,0.22720769,2.9558855e-11,2.1200555e-14
162,0.95592326,0.79839563,0.25046772,8.6047583e-14,2.0429659e-17
163,0.0,0.7622199,0.18616244,3.2916896e-13,0.0
164,0.0,0.75701237,0.17325725,6.490687e-14,3.775999e-17
165,0.90606254,0.7862644,0.22432388,5.0980743e-12,5.1245193e-15
166,0.0,0.7737412,0.22188349,1.3364799e-12,4.7824004e-16
167,0.0,0.75156933,0.17736544,1.6966558e-13,7.8677565e-18
168,0.0,0.75856143,0.19965652,4.98382e-13,1.6216532e-17
169,0.0,0.7859258,0.29690844,1.1066345e-12,3.7511863e-16
170,0.0,0.7454985,0.18314277,8.136078e-14,1.0175219e-17
171,0.0,0.75187224,0.1564795,2.5848763e-12,8.360682e-18
172,0.0,0.7636956,0.18889937,3.055608e-13,8.670248e-18
173,0.0,0.76624733,0.17068511,1.5175109e-13,2.0559991e-17
174,0.0,0.7560162,0.21942931,1.8165464e-12,2.1424396e-17
175,0.0,0.7714448,0.232808,7.620125e-13,3.4173542e-16
176,0.0,0.76018226,0.19869679,5.1288574e-12,6.9746805e-16
177,0.0,0.7616863,0.18303092,4.5011228e-13,5.324071e-17
178,0.0,0.76068664,0.18131472,1.9705546e-12,5.7797764e-16
179,0.0,0.7599485,0.17761143,3.4617966e-12,6.119419e-16
180,0.0,0.7711818,0.18713309,2.8132984e-13,4.0717545e-17
181,0.0,0.76775575,0.20134404,8.246072e-13,7.309822e-17
182,0.0,0.7520958,0.15648615,3.1142276e-12,1.030276e-15
183,0.0,0.74785614,0.15650836,1.2037159e-14,1.0239514e-19
184,0.9989456,0.7747035,0.2281218,5.2925437e-12,3.935531e-15
185,0.0,0.7495789,0.15650441,2.3511686e-13,5.659117e-17
186,0.0,0.7638002,0.17553042,9.8383125e-12,4.1422164e-16
187,0.0,0.7772821,0.18524721,5.7727857e-13,5.8103286e-19
188,0.0,0.7894752,0.21067587,-2.2892048e-13,9.4274966e-18
189,0.0,0.73609704,0.19754656,1.1538841e-14,1.4605214e-18
190,0.8123332,0.78418124,0.22576416,2.578885e-11,7.822512e-15
191,0.0,0.77332574,0.19587456,1.5430437e-13,5.9477526e-16
192,0.0,0.7480576,0.17579521,3.6948247e-13,1.2477919e-18
193,0.0,0.7469659,0.2017475,2.1748189e-13,2.3446105e-17
194,0.0,0.7725094,0.20739597,1.8681855e-12,9.28631e-16
195,0.0,0.7698897,0.2082452,2.2000724e-12,1.1949274e-15
196,0.0,0.7534168,0.16089107,3.6894476e-13,4.462237e-19
197,0.0,0.7705231,0.1996576,2.5252383e-12,2.2260226e-17
198,0.0,0.74355966,0.18324745,5.988219e-13,1.09560416e-16
199,0.0,0.7651426,0.18890129,2.557806e-13,3.1537703e-17
200,0.0,0.7598131,0.21386766,7.028019e-14,7.1438466e-19
201,0.0,0.75820667,0.1706676,8.349955e-13,8.015634e-17
202,0.0,0.7612718,0.19277252,5.62459e-12,3.6520105e-15
203,0.0,0.76168597,0.1914254,1.3226277e-12,7.4924426e-16
204,0.0,0.77662104,0.20533474,6.7748194e-13,5.943633e-16
205,0.0,0.76795226,0.18625161,1.3926666e-11,3.711445e-15
206,0.0,0.76575226,0.14754124,1.1133769e-13,0.0
207,0.0,0.741589,0.13150844,2.3310645e-13,2.2926985e-17
208,0.0,0.7887702,0.20667125,6.355209e-13,5.9827333e-17
209,0.0,0.7571261,0.17326395,7.0007395e-14,4.5582506e-17
210,0.0,0.7705413,0.17824808,3.5277321e-12,1.2854638e-16
211,0.0,0.77223235,0.18482004,9.396572e-13,6.0227155e-16
212,0.0,0.7578331,0.16805528,5.087191e-14,7.1577436e-18
213,0.77640057,0.78254366,0.22434896,8.031566e-12,5.6810254e-15
214,0.0,0.81103593,0.20817722,2.573605e-13,3.8308164e-16
215,0.0,0.7650439,0.19566007,2.8617752e-13,2.2491925e-16
216,0.0,0.76771367,0.20803992,1.6081093e-12,5.3997957e-17
217,0.0,0.7449964,0.16094728,3.380629e-14,1.3275648e-17
218,0.0,0.76863843,0.20218393,6.820169e-13,7.131226e-17
219,0.0,0.7691727,0.21892852,1.9139868e-13,4.541105e-17
220,0.0,0.75229776,0.15092072,3.4436822e-12,7.5796214e-16
221,0.0,0.75575376,0.17764357,1.6629634e-13,1.9416454e-17
222,0.0,0.82429105,0.413248,8.601168e-15,4.0958055e-19
223,0.0,0.782089,0.23729149,1.7650662e-14,5.8246163e-18
224,0.0,0.7698226,0.18895467,5.057839e-11,4.945923e-15
225,0.0,0.7778444,0.20530927,3.3792397e-13,5.726174e-16
226,0.0,0.7778148,0.1692433,1.5447577e-13,2.3490372e-18
227,0.0,0.771288,0.2067114,1.3411442e-12,1.2466251e-16
228,0.0,0.7458145,0.16465116,8.1438025e-15,3.2632902e-18
229,0.0,0.77378905,0.20802595,4.2276373e-12,6.9390564e-16
230,0.0,0.7712236,0.22938722,1.8719184e-13,1.6554912e-16
231,0.0,0.7392089,0.13158938,3.4304413e-12,0.0
232,0.0,0.74228656,0.1557737,9.627153e-13,1.002758e-17
233,0.0,0.73301834,0.15911049,1.2295425e-12,2.1276756e-17
234,0.0,0.77876204,0.19961947,1.0568298e-11,4.9444943e-15
235,0.0,0.7861605,0.21094297,1.7555964e-11,4.2649242e-16
236,0.0,0.7731418,0.1947726,9.202156e-13,6.056315e-16
237,0.0,0.78216475,0.21914953,1.7280894e-11,5.257871e-15
238,0.0,0.787237,0.23403727,6.8789596e-12,1.7537929e-15
239,0.0,0.7638609,0.17322347,4.2419925e-11,7.261006e-17
240,0.9986084,0.78340375,0.22545995,5.3552254e-12,2.5424069e-15
241,0.0,0.77128303,0.20515256,3.420196e-12,9.8978e-17
242,0.0,0.74462086,0.20768932,4.9380335e-13,0.0
243,0.0,0.7657515,0.22399996,6.759791e-13,6.8323986e-16
244,0.0,0.762892,0.15646546,9.24105e-12,3.8981587e-15
245,0.0,0.7518356,0.1609213,4.2814172e-12,1.1866501e-15
246,0.0,0.7618173,0.15649435,5.2353443e-12,7.2615055e-16
247,0.0,0.7559837,0.19111007,3.4757679e-12,1.1137948e-15
248,0.0,0.7589833,0.18145847,1.2548082e-13,7.6908276e-17
249,0.0,0.7715752,0.20301408,6.397696e-12,3.8179095e-15
250,0.0,0.77162457,0.20528363,5.2108995e-13,4.5377716e-17
251,0.0,0.7777801,0.20301911,2.0031843e-11,4.216036e-16
252,0.0,0.7577798,0.17550696,3.2909207e-12,7.7797917e-16
253,0.0,0.7667582,0.19480291,1.7665796e-12,3.3620612e-16
254,0.0,0.76397043,0.17761365,4.0458713e-12,2.7260324e-15
255,0.6279379,0.7801336,0.22540103,3.8998464e-11,1.4718229e-14
256,0.0,0.77545184,0.1978322,1.6636587e-12,6.3327344e-16
257,0.0,0.7774073,0.41030383,3.3322138e-12,5.858978e-16
258,0.0,0.7628117,0.1790701,1.8952857e-13,8.0100465e-17
259,0.0,0.7568359,0.20448689,1.6534431e-13,8.477365e-18
260,0.0,0.77065116,0.18887319,1.6554706e-11,2.2454992e-15
261,0.0,0.7382189,0.1534828,3.0736018e-13,1.122958e-18
262,0.0,0.7597934,0.2137453,8.879341e-13,3.2075872e-18
263,0.0,0.76961344,0.19150355,2.1505417e-12,3.893706e-16
264,0.0,0.7676049,0.20143905,1.2886367e-12,7.120796e-16
265,0.0,0.74972343,0.156526,3.3440733e-13,5.3239185e-18
266,0.0,0.77100015,0.21525617,5.491362e-13,2.5910731e-17
267,0.0,0.7666763,0.18505245,7.5858075e-14,2.338069e-18
268,0.0,0.76343435,0.19297905,4.2280686e-13,3.096143e-16
269,0.0,0.7740311,0.20299926,1.7191462e-11,6.5997237e-15
270,0.0,0.77575797,0.20221047,5.2851373e-12,6.739505e-17
271,0.0,0.7558955,0.15648939,9.6921176e-14,7.76298e-19
272,0.0,0.74684465,0.15653263,4.1657975e-14,1.0596706e-17
273,0.0,0.7699425,0.27112415,4.8268887e-13,3.7464714e-17
274,0.0,0.792355,0.23542924,2.1929295e-11,6.6478254e-15
275,0.0,0.7696033,0.1968046,4.1664953e-12,6.662303e-16
276,0.0,0.7627397,0.172377,1.8610971e-13,0.0
277,0.0,0.7557474,0.23534596,8.6650034e-14,2.538447e-18
278,0.0,0.76901996,0.20049566,1.1859403e-12,9.849936e-17
279,0.0,0.74122703,0.14167228,4.7266617e-14,0.0
280,0.0,0.779671,0.2156399,1.5122448e-11,1.5834146e-15
281,0.0,0.77436703,0.18892665,6.095307e-11,1.8266816e-14
282,0.0,0.7603356,0.17551322,2.2063072e-12,1.7169045e-18
283,0.0,0.7610555,0.1706545,1.276304e-14,0.0
284,0.0,0.77067274,0.27031764,5.035097e-14,1.585934e-18
285,0.0,0.75513166,0.1707947,3.077023e-13,6.1725217e-17
286,0.0,0.761802,0.17554042,4.1206302e-13,1.738336e-18
287,0.0,0.7509295,0.16782565,1.1267817e-14,7.3343494e-19
288,0.0,0.75711817,0.16462965,1.2675082e-12,5.5260036e-17
