,USD Raised,Token Sale Price,Current Token Price,Token Return,ETH Return,BTC Return,Token / ETH Return,Token / BTC Return,Token difference,Diff days,year3,year2,year1,years_survived
14,5398405.188584989,0.005,2.8945110528264717,5.230909527367564,40.19028021622692,9.917610586773925,0.01,0.08737871083470858,1.938015585781407,828.0634027316513,True,False,True,Two
15,5800000.0,0.04101040114916791,3.6022274480738306,1.0871028408528527,0.23246381425237062,1.2874493804226665,0.3337610043181464,0.23845822481012074,2.0877837595005437,228.0092576872314,True,False,True,One
16,2375347.207919457,0.005,1.301507676738196,4.697750556134484,0.6906612598923698,4.108786134787504,2.1874999168979037,0.6099773859844766,0.5310272744017279,377.6801057902589,False,True,False,Two
17,5712936.822350974,0.18196912618964484,3.717602755090954,0.010560772112479154,67.63063595923288,14.624722501925916,0.01,0.010103511406472317,1.8778167668973338,1068.626231,False,True,False,Two
18,2333535.5074938433,0.04106551871611595,1.6873311982916943,8.27614915406085,0.8598401156946238,5.77418300421883,0.8871915024213706,0.9487543270048517,0.6118847953415862,358.23089598514593,False,False,True,One
19,1044944.4623653367,4.457557530907909,0.004,0.01,242.72585029115334,19.29586692932677,0.01,0.01,-2.538,155.6262313,False,True,False,Two
20,3153395.6776308226,0.005,0.19563153070952977,0.7022663842051079,0.3863856022960068,2.4562314468147766,0.3114791184162962,0.1944884857849809,-0.6988989670541845,272.4133396955493,False,True,False,Two
21,3149942.3483689665,0.005,0.004482619834422655,0.011463228131351618,0.23175824647574364,1.040044159992604,0.01,0.010508687792689368,-2.1326261946250127,191.83547747604493,False,True,False,Two
22,2529870.315212152,0.005,0.39142489045782003,1.0739101785166558,7.020116921035996,5.145112337834887,4.221444415841238,0.37952478832853653,-0.5144003972353022,326.2428196585015,False,True,False,Two
23,2953251.280632282,0.0459236972008611,0.16547817500669443,0.013985620989900886,0.23042524597001482,0.4704159206357665,0.2333767734790984,0.028357639306944217,-1.1501795077425603,166.6140547300344,False,False,True,Three
24,3031704.5241521434,0.038595905763272924,0.06518094945519273,0.7538942335372635,24.194905760320214,8.708702087110105,0.23401280014758022,0.062403456789476244,-1.4188715171574622,744.797651937141,False,True,False,Two
25,3312974.2304760595,0.09743057320738951,1.0852467771728747,27.888928837074197,10.92810837920269,9.632878336095605,4.399381906712726,4.2714330426031335,-0.11745909224619666,1011.8000515192525,True,False,True,Two
26,1037838.6614371805,0.005,30.180001353067606,0.01,0.23,0.38,16.50769312598994,5.287625176540413,27.88717510539218,155.6262313,False,True,False,Two
27,3476258.760662344,0.20728640523339403,0.11109640707714655,0.010000111618477393,22.277942541325544,3.1269236979521304,0.01,0.010188281501321981,-1.4065084146897102,249.24890668887247,True,False,True,One
28,3685657.775128618,0.005,1.6956084951442234,8.265315649438831,94.87404081071584,8.591775139238731,1.8130014689500102,1.0499128232348773,1.236415328698096,349.67487533949406,False,True,False,Two
29,2099542.3718488673,1.8748574361661636,0.5426036504529981,0.010299275396676357,0.29911582425460903,1.3139915738184995,0.01,0.014541676788800074,-0.9125215510695939,293.2509878459375,False,True,False,Two
30,5800000.0,0.03564984535233226,3.831861994883957,16.931298259685096,0.5378576072715573,4.773374505075247,0.7743551791677208,0.8770085881313907,2.379310554069859,417.583000103956,True,False,True,Two
31,4809623.099989138,0.20019177019387552,0.5859195123501495,1.3290933356181516,39.49648167986073,6.028007975752943,0.1102763966252589,0.06083757836336616,-0.5961912250319115,387.27036962683314,False,True,True,Two
32,1035774.4188731737,0.005,0.004,60.3170841117761,35.6471749866252,0.38,17.444344797074784,11.55593000190643,-2.538,155.6262313,False,True,False,Two
33,2872776.860720165,0.036630378913313916,0.3111059861214636,5.781033969681392,14.063488821661622,3.2705307328262023,0.24078398632286085,0.1724447536762808,-0.8296267020133992,324.4299279838988,False,True,True,Two
34,3810031.89394516,0.029058789800887122,0.16746304337289172,0.9465251155716937,6.094571792013179,1.1599865804227518,4.375898492601339,0.30066819954826135,-1.0708891148775415,175.995951865638,False,False,False,Two
35,3070339.743004392,0.2545611856095703,0.08140424453697595,0.10801567725040682,0.2300812183508172,0.8724373166383605,0.15226642663248102,0.04345055006172156,-1.5145704456026845,329.59627310980034,True,True,True,Two
36,3770879.3000086043,0.023009696981385247,3.9308682193412485,25.78037859412926,12.57936126758633,10.76193313922288,2.299433521632791,1.548962490171179,2.5053427489663966,810.8350625252626,True,False,True,One
37,4492421.580903223,0.3949119824781027,0.7354817861395111,0.3871703614510884,0.23127450977916786,1.6320183537849304,0.01,0.011228643112624666,-0.48422022699244716,278.2755381882611,False,True,False,Two
38,2148669.9717235547,0.03866260696884356,0.007604422372635776,0.01740303415405917,0.23067141512510678,0.5342913351562203,0.2636189234461337,0.02328996934902293,-1.9440913085308518,195.22988579717415,False,True,False,Two
39,5233475.902580513,0.04222863996997465,1.1651550160510993,30.94039494410197,1.676304422367669,2.3183530361827582,3.08798121941049,2.989071289552815,0.1304646788407533,227.13952595095088,True,False,True,Three
40,1036135.2397369419,0.005,0.004,0.01,0.23,0.38,6.739413436588428,0.01,-2.538,155.6262313,False,False,False,One
41,1033627.3991895012,0.5187870752823986,0.004,0.01,0.23,0.38,0.01,2.877486811445767,-2.538,155.6262313,False,False,True,One
42,4487944.44787989,0.005,3.089341372759451,4.900603224222026,71.90926684332602,9.69106630259106,5.853119211053777,0.9396164092261541,2.540236195547806,489.2270347990077,True,False,True,One
43,2437709.1141970367,0.07479884239824847,1.504221342378654,0.29135319452615316,24.750203581734677,8.534455523167523,0.01,0.02652433180547579,0.40143345298264377,602.2063271337856,False,True,False,Two
44,4645182.956258135,0.005,0.6377079522501895,0.03262328757382511,0.37720703899402575,0.7594576857972422,0.01,0.010423582777145385,-0.06479658117053999,158.1439571849163,False,False,True,One
45,1038519.1982774363,0.32366442642579596,9.315924334219787,24.20157881711333,19.25633736621728,5.122397214788737,0.01,4.283783748487563,6.346994061583317,155.6262313,False,True,False,Two
46,5531816.652605629,0.005,2.411243616757302,9.192606616085726,1.8256462502234931,3.8401141804857315,0.1284538462987102,0.18884104300727114,1.7029560195352595,229.75787800457954,False,True,False,Two
47,1038598.1357159585,0.005,0.004,71.6787157819171,0.23,0.38,6.39495015776199,8.542885998942001,-2.538,155.6262313,False,False,True,One
48,5800000.0,0.27895766667572486,0.4024979781494393,2.5757709740303993,8.234396182695326,3.9207406709591406,0.17754161819711592,0.04769273159058744,-0.9125723878249001,387.41990314638434,True,False,True,Three
49,5759395.177526539,1.1172445296732918,10.031041288950842,7.065410877174498,20.753289251381076,8.126334209095855,1.1949331022164182,0.5159050110936707,5.418282495547407,517.250526082855,False,True,False,One
50,3522204.168982796,0.005,0.7829938573061009,1.7046194987598762,39.26809349418096,8.313200879631239,0.01,0.018897237918298136,0.2564495370796802,399.3015706249552,False,False,False,One
51,3774498.4139167597,0.2309526687312834,1.107852794311304,8.706377647507242,2.885672691562816,4.601576105386549,0.14458397306316695,0.2156831639401156,-0.11496569279508284,484.1632611630854,True,True,False,Two
52,1034216.6681590917,0.005,0.07271676196181431,92.05394350395055,76.94959827053628,0.862957766281248,21.337514978384714,13.94437593025284,0.6567754560573107,155.6262313,False,True,False,One
53,2326698.602491461,0.005,0.16892290734883436,0.01009148947138828,0.9915940394884857,2.219208735116449,0.3765473818375703,0.019449429182302476,-0.7388576293312541,221.1271196660576,False,False,False,Two
54,1033522.2419146209,0.005,0.004,54.38101483552768,0.23,0.38,0.01,3.4486334849078286,-2.538,155.6262313,False,True,False,Two
55,3873042.5103655495,0.1052905224934801,0.06433453932185355,0.1220889054135393,1.0658765505080137,1.0144986530166655,3.072429769723281,0.0898932750807046,-1.5231551538623695,188.9337145564685,False,False,True,Two
56,3449400.9475827236,1.766630616478031,0.35180572261022536,0.2577893905310679,36.07021327231992,5.013721929347717,0.01,0.028779994405884902,-1.1589395622453778,398.0748510957974,True,False,True,Two
57,1460413.7312233266,0.027305799616314762,0.1238233968881195,35.12395794560714,0.32399506995788957,0.7856659957131296,5.559905472902351,8.906592828292782,-1.197944338906316,168.50674396371903,False,False,True,Two
58,5800000.0,0.005,1.862306893834349,3.0970912174732823,2.5867760438538463,2.944161899044958,1.0102681428226257,0.38105116298035546,1.345066234073712,238.22868249744442,False,False,True,Three
59,1038951.5841384893,0.005,0.004,0.01,0.23,0.38,4.586750145716049,0.01,-2.538,155.6262313,False,False,False,One
60,1841010.3542005345,0.005,1.0830493002559267,3.8964972565593676,0.8927539549408154,3.783059169185425,0.690272684930542,0.4436388838422303,0.7542497971485695,275.415041714872,False,False,False,Two
61,2500103.9133549035,2.5125411226476673,3.0634007660888476,0.8690848260904511,17.72767084823983,4.533141077739358,0.40136173039955786,0.1386881509890259,0.7640172884756473,306.7409215272746,False,False,True,Three
62,5003951.094163005,0.14083902437006823,1.0026227149245823,0.19926277150687613,10.821994770660888,3.2279665494444942,0.01,0.019972425022867765,-0.10987656650730848,283.6013209741821,False,True,False,Two
63,4123051.014980399,0.04128245193136126,2.215188236533916,1.4376600571622125,3.3266361988401236,8.696913029313599,0.24434347289408184,0.05733602868435422,1.103482205205888,835.2410661194141,False,True,False,Two
64,1933550.0119521841,0.005,0.009935838146840374,0.011309999397968073,15.303519199549857,5.918557779876214,0.01,0.011630565088245899,-1.6212301162021059,381.1834184485607,False,True,False,Two
65,1033340.32,1.6518921000722402,0.32883463718665795,15.181330979300057,0.237158584047532,0.4590852221227635,1.0127501488345771,0.6824345908485345,-1.0950447284080094,157.9036516149677,False,True,False,Two
66,3825204.045707226,0.005,0.13924981135976336,6.4539773786935815,2.1855142478448153,4.567095007174389,0.3069537749358748,0.36511402330617226,-1.1481621278522907,406.1986726437656,False,False,True,One
67,2672210.1385419387,0.04099616864784302,0.033658064885188514,1.5174926323088138,0.3708878599986703,3.1275344165946897,0.01,0.023358537682232734,-1.6249828787996703,351.29514269832913,False,True,False,Two
68,5800000.0,0.13139352140831959,5.025622094628314,1.5794278702134326,6.845591115094715,6.974913534124733,0.19590613871826815,0.1312614609625784,2.8874983317748772,483.4005965510605,False,False,True,Two
69,1034350.9807890494,0.005,0.004,0.01,0.23,0.38,0.01,0.01,-2.538,155.6262313,False,True,False,Two
70,1042743.8368834819,0.005,0.004,10.299877550102963,0.23,0.38,0.01,0.01,-2.538,155.6262313,False,False,True,One
71,1035713.4504177513,3.7027074297984788,0.004,0.01,0.23,0.38,0.01,0.01,-2.538,155.6262313,False,False,True,Two
72,1038852.8296081937,7.064441487178431,43.700682105213005,0.01,0.23,0.38,0.01,3.435289962349101,37.91400771733983,155.6262313,False,False,False,One
73,1035326.0514728706,0.005,0.004,0.01,0.23,0.38,2.281416222006687,0.01,-2.538,155.6262313,False,True,False,Two
74,3838388.1157861003,0.5868738757795604,0.7562227792869392,0.10981731013550099,18.609875338574884,5.036957871966565,0.01,0.01213914482169093,-0.4755058878241747,276.4224307986049,False,True,False,Two
75,1034708.8754341785,0.005,0.004,0.01,0.23,0.38,0.01,0.01,-2.538,155.6262313,False,False,False,One
76,5011457.968088816,0.005,1.283373850063491,0.20637275101219646,1.0271611063914552,3.9463881628169997,0.3255971796218089,0.05598240019914784,0.46668519016784504,456.3033030030026,False,True,False,Two
77,3686555.118656888,0.29263883956452713,5.550005512848116,26.993513227586483,0.3488528017189696,3.0053558738639583,1.7979830597293887,2.582661840025452,3.12718437936257,244.34434528665213,False,False,False,Two
78,3345782.384936489,0.22918126358628593,0.08471347865664544,0.010045393710709258,29.481912595550874,2.6170432266018864,0.8738415389513381,0.029768083061408743,-1.4666811316079766,209.45954265988115,False,False,True,One
79,1847439.7348222241,0.005,0.06070123031642129,3.5544682705578365,9.690303372424438,2.258634229265177,0.01,0.07919991257708894,-1.3765436991403412,236.1276853877951,False,False,True,Two
80,5097901.175123347,0.0599560582629117,1.1959180579617394,1.8570963631380726,11.08175262129085,4.354132119829071,0.28472366542491256,0.13694762411025282,0.10574035937793225,499.1009931135485,False,True,False,Two
81,5520124.43179445,0.9733435910612996,2.8989339711195248,2.0497916456262733,41.98257593766996,11.30465817485366,0.41966630904209723,0.21839420750942926,1.045194897980808,702.2748735607499,False,True,False,Two
82,1037107.6482636015,0.005,0.004,0.01,0.23,0.38,0.01,0.01,-2.538,155.6262313,False,True,False,Two
83,2067597.5214365912,0.03848477028635599,1.8627502385260182,2.2138203314367533,0.4818691675923244,3.9500067697899364,0.22104168167808114,0.21266755531999085,0.9663825562712689,260.1508366790605,False,True,False,Two
84,1034107.8244429668,0.005,0.004,0.01,0.23,0.38,1.5000976673122999,0.01,-2.538,155.6262313,False,False,True,Two
85,5268031.467939434,1.3191920445480478,5.891818943501473,10.498385819712457,0.2692672767747636,3.250688809900872,0.4314071443793869,0.3030180496230489,2.7244451873676057,254.52878292469504,False,False,True,Two
86,4404159.505934067,0.03552104442350386,3.7855184814165943,17.36987681921516,12.639476881386948,4.128835005449536,0.5511972218753229,0.8211267414078443,2.3351142862368577,315.87856863609454,False,False,True,One
87,1033340.32,0.005,0.020214643255879308,0.010415607963634084,0.2582934387884322,2.2609248941262132,0.2982711693277963,0.017328351338085975,-1.6676399051368043,343.5983402930965,False,True,False,Two
88,1039925.0852687384,0.005,0.004,0.01,383.5897423387438,21.257974900560413,0.01,0.01,-2.538,155.6262313,False,True,True,Two
89,4412386.5745935235,0.005,0.976615200404905,19.39408465560317,2.4538977129284096,3.623829369758039,0.4669570872970128,0.9408525109588558,0.21230017021793168,384.67304430829086,False,True,False,Two
90,3368572.8507767483,0.8957247147824114,0.07393624706054217,0.3197466220245023,0.23068989453416786,2.4797910393511327,1.7311226546218397,0.24156915279928942,-1.581612005834887,437.9294184113877,False,True,False,Two
91,5051671.310304363,0.037401941029625574,7.8381718324028755,0.08157474239883508,27.449208740078696,4.415487460039044,0.22914906858249898,0.05778254154742972,5.616038533403982,220.5071079882875,False,False,False,Three
92,1035666.4220292269,6.818719442741807,0.004,0.01,0.23,0.38,0.01,0.01,-2.538,155.6262313,False,True,False,Two
93,5087713.665576987,0.005,1.8130599284749482,4.576668529001892,28.767395346915198,7.858843540817868,0.25036423926299517,0.11653172629613945,1.3971313534956633,343.1610704890466,False,False,False,Two
94,2527016.464621188,1.1209204489215394,4.05634484714536,0.2587925616793844,9.251829734535706,9.299700873354908,0.1434284775181378,0.06167576267256707,1.6293931893157843,854.3626900979394,False,True,False,Two
95,4078178.0419912157,0.6683404786519801,3.2084207776418334,1.005983128012604,0.7204934446625835,3.6834399870056718,0.28122831724372316,0.08385774390827816,1.2955683268374192,360.40859011567375,False,False,False,One
96,1039879.2496169524,0.005,17.127727695878214,176.06467865981247,59.717221233370424,0.38,0.01,13.856970123046384,16.37572510154949,155.6262313,True,False,False,Three
97,5800000.0,0.04792496204277494,4.934573193957275,9.787288243551941,31.439226087518396,5.436992739573116,0.01,0.058092648505364955,3.0130836882606693,274.94179084886093,False,False,True,Three
98,4977379.142398842,0.009518512341866035,0.007744837130488513,0.010004186354878937,3.256992510251355,1.3432342132398825,0.01,0.010277456928490015,-1.9601330014601266,225.39948983509464,True,False,True,Two
99,4564137.372709509,0.005,2.824668618498771,0.03934277989687003,15.14990897618308,4.017235655602087,0.1714305393339998,0.023530386373164562,2.0970686807225767,262.9438455470087,False,False,True,Two
