var_racePctWhite,var_nonViolPerPop,var_PctKids2Par,var_PctFam2Par,var_PctTeen2Par,target
0.34522748,0.00034470463,0.6041031,0.7987026,0.8046057,256.34
0.35397163,0.000551744,0.53412205,0.7178523,0.7500061,142.7
0.26958105,0.00062440947,0.42544478,0.60307884,0.66510516,753.42
0.30403683,0.00036690882,0.5307014,0.7211504,0.7339978,122.69
0.24219504,0.0008729891,0.3539672,0.5280709,0.5661969,1849.3
0.32450193,0.0006040392,0.5310577,0.73029083,0.7214199,566.64
0.36848325,0.00045500143,0.5178739,0.6805368,0.70302945,51.91
0.35851118,0.00047170138,0.63132584,0.84468734,0.85358334,94.97
0.36773908,0.0006158242,0.5255704,0.7011734,0.78916913,422.05
0.360967,0.00045699973,0.55307823,0.7742025,0.7084608,452.4
0.33309725,0.0005042788,0.4578698,0.59789616,0.63785297,407.12
0.30783218,0.0008332247,0.40748632,0.58508074,0.6144123,1693.42
0.34582284,0.00080323213,0.46684906,0.62701356,0.64204556,462.24
0.31177637,0.00029126875,0.5981882,0.8148161,0.8281417,115.14
0.35921815,0.00047910277,0.5793746,0.7749563,0.7553421,78.65
0.34102285,0.0006428556,0.48295465,0.6702656,0.7195142,985.03
0.36111584,0.0005010332,0.63823843,0.8402584,0.85891944,131.68
0.31292984,0.0007135956,0.4612905,0.64548284,0.6621512,1134.5
0.27999964,0.0013407896,0.4413366,0.6206058,0.65319425,969.6
0.3295996,0.00049459864,0.5409634,0.7445197,0.75067306,251.24
0.27419502,0.0007734202,0.49920282,0.7089004,0.6447137,934.12
0.3446693,0.0006135265,0.53490597,0.71549654,0.7314251,377.97
0.3650228,0.00027506094,0.48088804,0.66366947,0.6654862,889.65
0.364167,0.00022305569,0.5872136,0.7840025,0.7496249,40.21
0.3071252,0.0006827725,0.5420323,0.73707545,0.7330449,465.96
0.33410192,0.0003153809,0.49478444,0.6737522,0.7438124,150.04
0.35043678,0.00013922947,0.64372575,0.8567489,0.8451028,49.56
0.35173908,0.00044189894,0.5106763,0.6767675,0.71112883,1812.62
0.33261353,0.00028236795,0.59612155,0.7949333,0.8655895,129.13
0.31493914,0.0012914165,0.45259628,0.62597704,0.64033043,1841.38
0.31054845,0.0005445044,0.5634115,0.7663813,0.75486577,301.31
0.27155316,0.000721794,0.5517955,0.74687546,0.7512448,620.53
0.36468792,0.00044525784,0.6520636,0.87700856,0.8979872,190.84
0.30794382,0.00056290743,0.497635,0.68213874,0.7132252,726.59
0.348874,0.00042929407,0.53732896,0.73349464,0.69693106,74.56
0.36234373,0.00050424784,0.5403933,0.7582774,0.7813556,339.96
0.3553112,0.000707602,0.54395646,0.70918304,0.7483862,121.02
0.20037183,0.0014817287,0.275292,0.42818597,0.42755395,2127.02
0.303888,0.000892723,0.396868,0.58460957,0.5054037,809.39
0.35426933,0.00040356518,0.63880855,0.8538278,0.8472944,199.2
0.21417648,0.0007169788,0.3414248,0.49000156,0.593735,1527.29
0.36807394,0.00034659644,0.5668321,0.7465928,0.8097512,85.17
0.29614845,0.0006709793,0.5151659,0.70852345,0.7458134,727.83
0.21927415,0.0009797288,0.41981494,0.633327,0.6629135,781.32
0.33101353,0.0005239776,0.53568983,0.70965415,0.69102323,367.13
0.3581391,0.00076743064,0.5361175,0.70795804,0.70598334,155.25
0.30805543,0.0032518595,0.44240558,0.609675,0.622607,1634.34
0.28930196,0.00034542874,0.57039535,0.776841,0.789455,251.23
0.32357168,0.0008002347,0.56490797,0.77919674,0.7986979,367.33
0.30935776,0.0005688013,0.49770623,0.6824214,0.67682546,560.56
0.25391597,0.001665256,0.40933916,0.57631725,0.59221035,1981.45
0.30701357,0.0006798006,0.5374715,0.7371697,0.7832613,83.89
0.35185072,0.00083597674,0.53989446,0.71040803,0.67549145,39.87
0.35430655,0.00030256566,0.5758114,0.756487,0.7054116,60.9
0.3647251,0.00018183228,0.6019652,0.8134026,0.7198953,70.4
0.3562042,0.00086790964,0.52877724,0.6886407,0.6954065,242.54
0.2882601,0.0005793256,0.49136376,0.68204445,0.738381,574.24
0.29786012,0.00049183983,0.56839997,0.7693967,0.81956583,288.37
0.30366474,0.0010440409,0.414969,0.5934673,0.579823,1497.92
0.2524648,0.00097647647,0.42651373,0.6314424,0.7339025,681.32
0.36327395,0.00031421724,0.5082533,0.7138946,0.72018117,194.19
0.35359955,0.00053652725,0.51295674,0.68920606,0.73371196,185.48
0.1965765,0.0009110977,0.4260149,0.6175904,0.65872085,2414.77
0.32889262,0.00069966255,0.5316991,0.73641586,0.7606783,581.57
0.36799955,0.00027974125,0.59099054,0.82178915,0.82537836,197.0
0.35754374,0.0009124353,0.46207434,0.6094866,0.62699026,273.7
0.35966468,0.00028026712,0.54381394,0.7663813,0.7895503,240.92
0.19620441,0.00048688712,0.5086809,0.7220927,0.77782995,1085.11
0.35237163,0.00038573254,0.58707106,0.7861698,0.7759242,291.69
0.3167996,0.00077583257,0.48380983,0.6619733,0.59649825,587.55
0.36186,0.0012425866,0.48117304,0.6532098,0.7089373,650.49
0.2874415,0.0005936457,0.37798312,0.54569215,0.45023233,465.66
0.29339498,0.000729647,0.57980216,0.76374286,0.7277089,221.64
0.36353442,0.0005156499,0.45915255,0.63389236,0.7198,216.8
0.34708792,0.0009955658,0.44554117,0.6011942,0.63852,795.08
0.33372983,0.0010320104,0.48751557,0.661879,0.68940336,361.75
0.348874,0.0011815956,0.45644456,0.6227731,0.7863105,525.42
0.22254856,0.00081826275,0.4496032,0.64246744,0.63651896,1462.29
0.3703065,0.00015547097,0.59391236,0.80520445,0.8013659,89.61
0.36316234,0.00044625296,0.58863884,0.7898448,0.771541,227.32
0.24993457,0.0021466606,0.30244347,0.47011882,0.40030178,2649.8
0.36837164,0.000108733955,0.5235037,0.7130465,0.7255173,46.52
0.36346,0.0006448405,0.5853607,0.7848506,0.72789943,74.62
0.27787873,0.0006232202,0.39993235,0.56359607,0.5853497,871.02
0.27341363,0.00032185053,0.5855745,0.7808929,0.799079,185.69
0.21346949,0.001011628,0.30600667,0.47247458,0.42841154,1501.93
0.26418573,0.0005366742,0.4322861,0.63671935,0.65576696,1450.47
0.11791614,0.0005637596,0.36123613,0.5285421,0.6611983,2344.56
0.36078095,0.00031494806,0.64401084,0.86918736,0.8903642,64.88
0.32788798,0.0004669725,0.58642966,0.7937083,0.7889786,129.64
0.23895785,0.0006040392,0.41454142,0.6071308,0.5936397,345.46
0.36889255,0.00027078917,0.5924158,0.79747754,0.7956487,267.33
0.36878094,0.00042530952,0.4506009,0.6460482,0.7865011,160.93
0.36818558,0.00016672745,0.61792827,0.82961035,0.8639696,80.5
0.368967,0.0004226869,0.5333381,0.7349081,0.7344743,399.86
0.3690042,0.00022845605,0.5602759,0.781364,0.80851245,69.0
0.11906962,0.0011825652,0.24343708,0.38408583,0.42402834,4877.06
0.29127404,0.0012392062,0.46314332,0.65462327,0.6804464,919.02
0.2638136,0.0016842374,0.36629587,0.5523825,0.57867956,3235.45
0.20576718,0.0012156225,0.4096955,0.60006344,0.6182238,1744.19
0.3496554,0.0005393023,0.5202969,0.70795804,0.6779689,76.49
0.348874,0.0024081713,0.48495007,0.6514194,0.69254786,339.31
0.3545298,0.0009898876,0.4518124,0.6596175,0.7414302,807.0
0.2575625,0.0007943637,0.47939146,0.6538694,0.6279431,932.05
0.3574321,0.000590396,0.5116027,0.68600225,0.763251,235.04
0.2926136,0.000949689,0.35361087,0.5229824,0.56810266,1195.53
0.23769273,0.0012293332,0.41917357,0.6203232,0.66929775,1293.95
0.1346231,0.001145867,0.35318333,0.51553816,0.5523803,3239.2
0.3525205,0.00063120003,0.5289911,0.7341543,0.7312345,364.19
0.35356233,0.0003586485,0.5576391,0.7562986,0.7971733,179.38
0.36666,0.0004395595,0.5778068,0.7530005,0.7771629,43.37
0.26589733,0.0009242136,0.4029967,0.60147697,0.62984884,161.69
0.15255795,0.0006040392,0.30336994,0.474265,0.51464653,3268.26
0.3661763,0.00036800507,0.58065736,0.80341417,0.8469132,168.99
0.28044617,0.0007699266,0.4892259,0.7022099,0.740382,178.75
0.31601822,0.00054310745,0.5118878,0.72237545,0.7252314,231.48
0.33793446,0.00028983943,0.59548014,0.7996449,0.7622981,103.28
0.33153448,0.0008688603,0.49115,0.68213874,0.7002661,203.69
0.31371123,0.0009772045,0.4796765,0.66932327,0.66805905,448.84
0.31579497,0.0006031128,0.519513,0.68392915,0.77430433,356.17
0.28513452,0.000985926,0.5896365,0.8005872,0.7908843,672.35
0.33942282,0.00096855586,0.43463784,0.599875,0.66624856,981.2
0.367367,0.00036078301,0.56091726,0.750362,0.7312345,190.21
0.2829392,0.00046808226,0.4152541,0.58753073,0.6230834,446.77
0.35996234,0.00019193588,0.64764524,0.88200283,0.9155201,31.75
0.21804623,0.00065309816,0.47198007,0.6736579,0.7251361,868.12
0.33599958,0.0003971549,0.60830766,0.8101988,0.8294757,225.56
0.21722764,0.00088928995,0.42943555,0.60543466,0.6413786,1631.98
0.21220438,0.0012076644,0.31370318,0.45786878,0.45137578,1419.06
0.28234383,0.0008676926,0.5483748,0.7672294,0.7671578,519.47
0.36327395,0.00042805893,0.51659113,0.71069074,0.7739232,87.26
0.34634376,0.0005631609,0.5810849,0.7706217,0.7956487,294.6
0.3646135,0.00026539693,0.61465013,0.8255584,0.83347774,53.2
0.2664927,0.0006041133,0.53134274,0.7289716,0.7565809,282.16
0.20535788,0.00085689325,0.37299463,0.56510377,0.57067543,958.15
0.2782508,0.0013094122,0.4595089,0.64972323,0.6856872,1389.87
0.265302,0.0007172848,0.49115,0.704283,0.75696206,1240.65
0.2938043,0.0009181701,0.49820513,0.7190773,0.76906353,674.67
0.34794375,0.00058365264,0.52535665,0.689583,0.70741266,161.02
0.32059497,0.0005654195,0.57053787,0.7558274,0.7185613,332.73
0.31229728,0.00065265043,0.47739607,0.64378667,0.74314535,620.71
0.32814842,0.0006040392,0.50105566,0.6847772,0.7021719,442.93
0.22292066,0.0005514972,0.5664046,0.78522754,0.7465757,372.95
0.20777649,0.0006711829,0.479534,0.6825157,0.7720174,587.33
0.3393484,0.0005140561,0.5308439,0.7066388,0.72132456,210.79
0.36282745,0.001276108,0.49499825,0.6642348,0.6195578,500.47
0.3533763,0.00016409266,0.6425855,0.8613663,0.848819,75.72
0.35002747,0.00055288064,0.55820924,0.7253908,0.74600405,345.45
0.3387903,0.001181655,0.36144993,0.5269401,0.7658238,1687.02
0.26005548,0.0005659993,0.39565653,0.57179415,0.6073611,394.74
0.32156238,0.0007041136,0.4520262,0.61693084,0.66062665,340.43
0.14794399,0.0007256625,0.3626614,0.54145175,0.5591457,1446.56
0.35475302,0.00047640598,0.52956116,0.71954846,0.74743336,271.52
0.18031605,0.00087298104,0.29937914,0.48378232,0.4954938,788.52
0.35557163,0.0006363334,0.52236354,0.70183307,0.70750797,393.26
0.28249267,0.0013105584,0.41667935,0.6105231,0.70807964,1783.14
0.36439025,0.00028867845,0.5899929,0.7910698,0.74733806,77.05
0.28267872,0.0006377816,0.5637678,0.7602563,0.8034622,275.58
0.36520886,0.0005862955,0.5564989,0.7342485,0.7711598,74.08
0.35981348,0.0003385694,0.57039535,0.7777833,0.8077501,400.56
0.28926474,0.0009742569,0.41945863,0.6206058,0.6457618,1357.38
0.35806468,0.00030200742,0.6454361,0.8636278,0.86635184,56.31
0.34861353,0.00042717438,0.5782343,0.78494483,0.8328107,394.21
0.20081836,0.0005781336,0.34584314,0.51751703,0.5314171,445.94
0.3658414,0.0008580434,0.4472515,0.6140097,0.6590068,522.13
0.34377632,0.0003511379,0.5568552,0.7600679,0.8078454,96.69
0.14764632,0.00046641834,0.47304899,0.71568495,0.7500061,293.41
0.34001818,0.00019400702,0.5591356,0.76261204,0.8537739,71.54
0.36639956,0.0003147431,0.61799955,0.81783146,0.83166724,37.95
0.22950669,0.00084595894,0.39437377,0.58762497,0.6228929,516.96
0.36628792,0.0005916231,0.49891776,0.67818105,0.6598643,82.54
0.19069743,0.00070315896,0.31042504,0.4560784,0.5412317,1555.07
0.3685577,0.000253473,0.58407795,0.7810813,0.8061303,52.95
0.28561825,0.00063030474,0.49243274,0.6911849,0.6954065,530.57
0.2859159,0.0013524384,0.42473215,0.6173078,0.56114674,1358.47
0.3151996,0.00039997167,0.5826527,0.8009641,0.8047963,94.07
0.34035307,0.00029261445,0.6277627,0.8428969,0.8400526,88.16
0.29841822,0.0007584125,0.5446691,0.74857163,0.8081313,316.75
0.12919053,0.0005593207,0.46791804,0.72077346,0.7744949,1267.73
0.3663251,0.00027190568,0.5708229,0.7899391,0.79926956,106.68
0.3421019,0.0004992466,0.45017332,0.6017596,0.64614296,191.96
0.36524606,0.0005226616,0.5670459,0.7660986,0.77363735,142.9
0.3453763,0.0009093016,0.52621174,0.72077346,0.7245644,536.18
0.3629763,0.0005531733,0.46207434,0.61090004,0.60974324,1678.99
0.35426933,0.0002740348,0.5316991,0.71983117,0.8279511,241.28
0.31106937,0.0010413401,0.39921972,0.57876724,0.6305158,972.89
0.36796233,0.0002811463,0.557069,0.7507389,0.7382858,90.65
0.29484615,0.00041275052,0.46727663,0.6516079,0.70436347,1287.84
0.3601484,0.00073583756,0.56241375,0.77165824,0.7759242,136.48
0.33317167,0.00069140765,0.44397336,0.6140097,0.6506215,488.86
0.3048182,0.0012000134,0.40328175,0.58329034,0.5441856,609.46
0.32386938,0.0007600549,0.4917201,0.668381,0.69693106,599.45
0.2657113,0.00089879887,0.36152118,0.5394729,0.490253,2018.97
0.36308792,0.00044804093,0.51979804,0.6965561,0.7582961,33.66
0.36487395,0.0006634404,0.48480752,0.64680207,0.6822568,216.78
0.3578414,0.00034665715,0.5974755,0.7833429,0.74867207,136.4
0.32026008,0.0009381656,0.4659226,0.6419021,0.6491921,687.49
0.36721817,0.00045309612,0.5564989,0.7613871,0.69245255,91.31
0.23784156,0.0004111594,0.4311459,0.68157333,0.72761357,1664.84
0.33711585,0.0005733886,0.56533563,0.74489665,0.7879304,293.54
0.34623215,0.0005136718,0.5599908,0.7323639,0.7821179,48.58
0.3440368,0.00041870776,0.5682574,0.75186974,0.77096933,283.39
0.35185072,0.00031222834,0.6095904,0.79474485,0.82242435,302.76
0.2363904,0.00064163265,0.5073981,0.7143657,0.74114436,918.22
0.3558321,0.0004565588,0.5848619,0.8021891,0.85329753,86.45
0.32986006,0.001180498,0.44718024,0.60609424,0.5838251,1185.33
0.34113446,0.0004362869,0.51908535,0.69476575,0.7425737,369.24
0.22481832,0.0008968181,0.38496697,0.5766942,0.61450756,2047.92
0.35080886,0.00048204092,0.5440277,0.7338716,0.7557233,266.81
0.36974838,0.0004514551,0.54531044,0.71248114,0.75257885,84.64
0.28312522,0.00101945,0.43043327,0.5814057,0.60812336,644.09
0.3320926,0.00076889095,0.47076854,0.6468963,0.70817494,458.28
0.30619496,0.0006040392,0.490081,0.67243296,0.684639,874.69
0.35586932,0.00021300065,0.61115825,0.8233911,0.7956487,160.76
0.2621392,0.00089899445,0.48879826,0.7086176,0.6979792,1379.97
0.32379493,0.0013142274,0.4986327,0.66461176,0.7203717,797.66
0.3557205,0.00046049617,0.5848619,0.7819295,0.7858341,213.14
0.17231607,0.00069890206,0.28933096,0.44175526,0.50911987,607.8
0.15408354,0.0013072939,0.30942735,0.49414772,0.49034828,2758.9
0.3325763,0.00077609683,0.5069705,0.68939453,0.738381,342.06
0.34712514,0.00092162204,0.47846505,0.6391694,0.6703459,186.04
0.36279026,0.0003187856,0.5153084,0.6687579,0.630897,111.67
0.36565533,0.0005083227,0.4332838,0.59733075,0.6778736,353.42
0.32148796,0.0007831638,0.4675617,0.6476502,0.69950384,1046.93
0.3585484,0.0006040392,0.48060298,0.6322905,0.6921667,551.69
0.32852054,0.0006744501,0.40577596,0.5573768,0.67110825,782.8
0.28115314,0.0014003392,0.43178728,0.6293693,0.7102713,2523.46
0.35951585,0.00026541445,0.59369856,0.7883372,0.79850733,280.44
0.36595303,0.00052668795,0.5666896,0.79144675,0.7457182,155.62
0.33599958,0.0002129386,0.6314684,0.84063536,0.83433527,82.15
0.2509764,0.00078519044,0.5495863,0.76496786,0.76420385,1201.33
0.3453019,0.00074889546,0.55478853,0.735662,0.75162596,291.16
0.35013908,0.00037712432,0.6286891,0.82970464,0.83090496,185.08
0.2794415,0.0007083867,0.5622,0.778066,0.72923344,417.93
0.3638321,0.0005661139,0.5551449,0.7382062,0.7588678,134.19
0.36651117,0.00075465586,0.6258385,0.82659495,0.83614576,208.53
0.33946005,0.00022798005,0.59868705,0.8180199,0.79317117,57.31
0.31646472,0.0007371468,0.4736904,0.663481,0.6424267,446.95
0.36524606,0.00075189566,0.49414304,0.69467145,0.6572916,154.77
0.35066003,0.0004901732,0.5237888,0.7130465,0.7402868,121.99
0.36506,0.00022020248,0.59091926,0.7859814,0.8364316,73.07
0.36554372,0.0003338109,0.61500645,0.8297988,0.8388138,65.46
0.27471593,0.000697787,0.4664927,0.63483477,0.6823521,535.49
0.3613391,0.0003869137,0.4933592,0.6779925,0.765919,252.63
0.23672529,0.0012041288,0.35603386,0.5219459,0.5297972,1756.32
0.3273298,0.00022040741,0.56505054,0.74631006,0.760583,212.45
0.3670693,0.00032246945,0.5687562,0.74904275,0.7500061,36.89
0.33536702,0.00027400782,0.6175007,0.81679493,0.8292851,368.76
0.2833857,0.001111778,0.47041225,0.67488295,0.6751103,1439.97
0.32539493,0.0005828031,0.55357707,0.7382062,0.7183707,273.51
0.35988793,0.000444376,0.5517955,0.71172726,0.6906421,75.52
0.36078095,0.00022965478,0.55614257,0.7557332,0.7513401,71.56
0.3642414,0.0006044275,0.5664046,0.74989086,0.771541,310.48
0.35229725,0.00037552108,0.53134274,0.7524351,0.7790687,152.6
0.15847422,0.00095655106,0.2506347,0.38050508,0.448136,2105.73
0.3517019,0.00047749412,0.58628714,0.7818352,0.79679215,368.05
0.24092993,0.0011336437,0.34028456,0.4634284,0.49120584,1933.77
0.16453934,0.0013430428,0.32318124,0.49622083,0.5273197,1363.32
0.24186017,0.00070313335,0.48388112,0.679406,0.68730706,480.51
0.36267862,0.00061070157,0.55051273,0.7507389,0.7789734,303.72
0.33343214,0.0005276332,0.51716125,0.7086176,0.7045541,206.88
0.3050787,0.0014584662,0.3594545,0.52731705,0.5447573,1846.45
0.26600897,0.0006040392,0.44568372,0.6439751,0.66710615,1257.09
0.2782136,0.0009358396,0.49592465,0.6930696,0.6891175,776.61
0.3637577,0.0005981614,0.5871423,0.7997391,0.78087914,319.99
0.2678694,0.0014955944,0.3844681,0.58102876,0.6436655,1399.48
0.36561817,0.00025909042,0.5545748,0.75318897,0.77840173,442.24
0.27523687,0.00040449694,0.55165297,0.7723178,0.797745,173.77
0.24212062,0.0007888285,0.434424,0.62701356,0.5429468,765.85
0.28788802,0.0004200467,0.5564989,0.75139856,0.7681107,111.07
0.31147867,0.0022421437,0.5018396,0.69617915,0.67625374,1454.74
0.15732072,0.00092758733,0.40819895,0.5658576,0.59954745,2541.38
0.17432536,0.0010656248,0.34577188,0.5357979,0.5329417,987.42
0.3658786,0.00027984238,0.5468783,0.7495139,0.75686675,92.08
0.23884623,0.00130736,0.39223588,0.57085186,0.56915087,1577.75
0.32018566,0.0018542106,0.52165085,0.7190773,0.74638516,1523.92
0.27772987,0.00046170704,0.45544684,0.64246744,0.75801027,619.51
0.34701353,0.0003136401,0.5958365,0.7958756,0.8004131,52.25
0.22359042,0.0012484697,0.41610923,0.57980376,0.6128877,1290.43
0.2906787,0.0017572887,0.4032105,0.5972365,0.6305158,1523.3
0.36159953,0.00044156724,0.4850213,0.66404635,0.70941365,288.4
0.36212048,5.6779943e-05,0.5995422,0.806618,0.86339796,73.23
0.35359955,0.0008405519,0.485734,0.66008866,0.7250408,524.67
0.32904145,0.0006040392,0.506543,0.6873215,0.7304722,491.66
0.32818562,0.0003206437,0.60574216,0.82273144,0.7968874,80.61
0.08915337,0.0012621344,0.31391695,0.46625534,0.46814635,2594.03
0.15497656,0.00057457783,0.47176623,0.6804426,0.7381905,1097.77
0.23735784,0.0012666449,0.44561243,0.6474617,0.6717752,1516.12
0.3269205,0.0010948379,0.5432438,0.74310625,0.7373328,951.3
0.34753445,0.0006040392,0.5145245,0.71832347,0.6823521,373.54
0.3606321,0.00047443053,0.5527219,0.7282177,0.7498155,189.01
0.2950322,0.0007298763,0.51737505,0.7125754,0.72046703,743.07
0.33618563,0.0006094746,0.58443433,0.7717525,0.78268963,228.86
0.3066415,1.574801e-05,0.64928436,0.8598585,0.8819789,7.79
0.23493923,0.0008431233,0.3856796,0.5628422,0.604693,995.75
0.35650188,0.0006559473,0.5495863,0.73208123,0.77306557,387.2
0.32651123,0.0005487694,0.50148326,0.6982522,0.6964546,328.75
0.3163903,0.0006705411,0.5254279,0.74517936,0.6934054,1205.17
0.24372062,0.0008436101,0.50768316,0.6893003,0.6979792,509.18
0.36197165,0.00034787203,0.6219903,0.8101988,0.814325,140.72
0.26001826,0.0006734671,0.4000036,0.5954461,0.5661969,878.94
0.3292647,0.00045137823,0.55393344,0.7625178,0.764585,294.92
0.34842747,0.00047485263,0.59120435,0.7875833,0.79622036,155.04
0.36364606,0.00019711643,0.58329403,0.7885256,0.82080454,202.31
0.3548647,0.0006040392,0.49913156,0.6677214,0.68673533,720.05
0.34950653,0.00021040092,0.6001836,0.7970064,0.79317117,185.97
0.36874372,0.0005930416,0.5266394,0.70569646,0.7258031,133.68
0.339981,0.00026867355,0.55286443,0.7600679,0.83929026,190.95
0.35821348,0.00017947528,0.6354591,0.83865654,0.86492246,62.29
0.19572069,0.002188991,0.25312898,0.41725516,0.3517053,2650.26
0.34232515,0.0010120622,0.5826527,0.75865436,0.768206,405.71
0.33268797,0.0005512707,0.46898696,0.66555405,0.6569104,264.07
0.3409112,0.0011262787,0.47803748,0.65104246,0.73247325,485.38
0.35181352,0.00026441796,0.62598103,0.8462892,0.8656848,103.96
0.20822299,0.0006550493,0.48751557,0.73038507,0.72542197,1640.6
0.3638321,0.0004841094,0.52713823,0.6988177,0.7312345,217.26
0.3405391,0.00057891564,0.49556836,0.6790291,0.74857676,279.45
0.28405544,0.0007193021,0.456302,0.64152515,0.6622465,567.54
0.34027863,0.00037251817,0.5264968,0.72736967,0.7488626,269.82
0.2721485,0.0006955513,0.44682392,0.6438809,0.64528537,880.44
0.22161834,0.0006040392,0.45074344,0.607602,0.6707271,703.74
0.28290197,0.0011806032,0.42002875,0.5940327,0.63947284,1093.15
0.31051123,0.0011268356,0.4032105,0.5917711,0.6202248,1095.46
0.3679251,0.0005246613,0.6117996,0.8076545,0.9273357,178.57
0.359367,0.00087609986,0.63887984,0.8673028,0.8542504,138.57
0.34020424,0.00038254895,0.5902779,0.785039,0.7922183,181.86
0.21555322,0.0006448122,0.48951095,0.6972157,0.6928337,1380.76
0.27534848,0.0011829953,0.40919665,0.60534036,0.6428079,1486.61
0.08346036,0.0013230189,0.32731456,0.4839708,0.53198886,2423.47
0.2938415,0.0009766436,0.37634405,0.54946136,0.606694,772.3
0.29789728,0.0010855502,0.47490185,0.6912792,0.7153215,758.39
0.35906932,0.0006899486,0.5334094,0.7312331,0.7278041,234.77
0.36398095,0.0006040392,0.50625795,0.6853426,0.76620495,116.21
0.31624144,0.00081284763,0.5205107,0.6638579,0.7920278,699.49
0.35438094,0.001056333,0.4866604,0.6654599,0.7315203,225.01
0.34868795,0.0002682326,0.51224405,0.6890176,0.8047963,500.94
0.34861353,0.00033866917,0.64507973,0.85797393,0.87549937,106.93
0.3464554,0.00038138393,0.5767378,0.7891852,0.7926948,284.21
0.32892984,0.0006040392,0.4518124,0.6082616,0.6707271,667.04
0.30411127,0.0010703402,0.435493,0.62267894,0.68997514,634.79
0.3577298,0.00018611076,0.6189972,0.82405066,0.83481175,52.35
0.36011118,0.0007459128,0.5210095,0.6814791,0.71446395,264.97
0.35233444,0.0006040392,0.46934327,0.6470848,0.74495584,339.92
0.36349723,0.00020648919,0.5155222,0.7113503,0.74638516,81.02
0.36271584,0.0005727427,0.63959247,0.868622,0.88417053,140.18
0.33224145,0.0008502065,0.4933592,0.67591953,0.6877835,1195.76
0.24390668,6.1186525e-05,0.37734175,0.56679994,0.5941161,63.81
0.3505112,0.00033342256,0.5645517,0.77853715,0.76429915,264.67
